and	그리고
difficult	어려운
difficult	어려움
difficult	어려워
ability	능력
ability	능력자
host	주최
host	호스트
immediately	즉시
urban	도시
physical	물리적
physical	물리
dec	적위
troops	군대
interview	인터뷰
interview	면접
coming	출시
semi	세미
suggest	제안
emperor	황제
emperor	천황
letter	편지
couple	커플
couple	부부
duke	공작
duke	듀크
gallery	화랑
gallery	갤러리
follow	팔로우
windows	윈도우
tree	트리
tree	나무
hits	조회수
jazz	재즈
protection	보호
relevant	관련
relevant	관련성
count	카운트
situation	상황
situation	상황이
reviews	리뷰
lady	숙녀
lady	레이디
lady	아줌마
netherlands	네덜란드
netherlands	네덜란드령
netherlands	네덜란드인
reports	보고서
influence	영향력
address	주소
linear	직선형
linear	선형
consider	고려해
consider	고려
machine	머신
machine	기계
domain	도메인
domain	영역
elements	원소
types	유형
sydney	시드니
blood	피피
blood	블러드
blood	혈액
distance	거리
bottom	아래쪽
bottom	밑바닥
bottom	아래
bottom	하단
bottom	바닥
boys	소년
boys	소년들
boys	보이즈
boys	보이스
toronto	토론토
infantry	보병
conflict	갈등
conflict	갈등이
conflict	충돌
conflict	분쟁
workers	노동자
workers	노동자들
workers	근로자
steve	스티브
nationality	국적은
nationality	국적
dispute	분쟁
scene	장면
scene	현장
method	수단
method	메서드
method	방법
method	메소드
titles	타이틀
titles	제목
berlin	베를린
conditions	조건
arms	무기
races	경주
races	인종
maybe	아마도
maybe	아마
discovered	발견됨
iron	철쭉
extended	확장
extended	연장
churches	교회
positive	긍정
positive	양수
positive	긍정적
positive	긍정적인
santa	산타
imperial	임페리얼
composed	작곡
composed	자작곡
quickly	빠르게
correct	정답
correct	올바른
responsible	책임
responsible	책임감
indiana	인디애나
soldiers	군인
soldiers	병사
examples	예시
examples	예제
korean	한국인
korean	한국
korean	한국어
genre	장르
fish	피쉬
fish	피시
fish	생선
fish	물고기
senate	상원
senate	상원의원
effects	영향
effects	효과
check	체크
check	확인
check	점검
appearances	외모
appearances	출연
plans	플랜
plans	계획
sign	기호
sign	서명
sign	사인
reporting	신고
reporting	보고서
reporting	보고
sweden	스웨덴
tag	태그
primarily	주로
doctor	닥터
leaders	리더
leaders	지도자
lies	거짓말
crime	범죄
existing	존재
existing	기존
publishing	게시
publishing	출판
industrial	공업
industrial	산업
answer	응답
answer	정답
answer	대답해
answer	대답
answer	답변
split	스플리트
split	스플릿
split	분할
split	나누기
sex	성교
sex	섹스
sex	성관계
sex	성별
mixed	엇갈린다
mixed	혼합
acting	연기
rail	레일
premier	프리미어
approach	접근법
approach	접근
wisconsin	위스콘신
sentence	문장
root	루트
root	뿌리
standards	표준
comics	코믹스
comics	만화
comics	만화가
earned	획득
earned	획득한
miss	그리워
miss	미스
specifically	구체적으로
actual	실제
wood	나무
wood	우드
wood	목재
plants	식물
plants	식물학
initial	초기
initial	이니셜
origin	출처
environment	환경
pretty	예뻐
rank	계급
rank	순위
bus	버스
gas	가스
direction	방향
guide	안내서
guide	가이드
guide	안내
resources	자원
resources	리소스
animals	동물들
animals	동물
activity	활동
levels	레벨
levels	수준
laws	법률
jim	다짐
creating	만들기
cambridge	케임브리지
composer	작곡가
remove	삭제
remove	지우기
remove	제거
remove	삭제하기
agency	에이전시
agency	대행사
agency	대리점
atlantic	애틀랜틱
atlantic	대서양
supreme	슈프림
weight	무게
weight	몸무게
weight	몸무게가
weight	체중
fighting	파이팅
jackson	잭슨
widely	널리
rose	장미
rose	로즈
operating	운영
treatment	시술
treatment	치료
linked	연결됨
trial	재판
daniel	다니엘
daniel	대니얼
certainly	확실히
info	정보
sciences	과학
fame	명성
fame	페임
avenue	애비뉴
travel	여행
scale	스케일
scale	축척
scale	척도
scale	규모
break	브레이크
break	휴식
housing	주택
housing	숙소
produce	프로듀스
capacity	용량
fictional	허구
exchange	교환
actions	행동
actions	활동
actions	동작
actions	액션
typically	일반적으로
agreement	동의
agreement	협정
agreement	합의
translation	번역기
translation	번역
males	남성
males	수컷
kansas	캔자스
charge	청구
charge	충전
charge	전하
dedicated	헌신
estate	부동산
nearby	근처
residents	레지던트
residents	주민들
growth	성장
growth	증가
trust	신뢰
trust	신탁
applied	응용
drums	드럼
drums	드럼은
issued	발급
issued	발행
normal	정규
normal	보통
normal	평범
normal	정상
twenty	스물
twenty	스무
tony	토니
norwegian	노르웨이어
norwegian	노르웨이
criteria	기준
context	맥락
context	문맥
suggested	추천
revolution	레볼루션
revolution	레벌루션
revolution	혁명
wars	전쟁
leaves	나뭇잎
leaves	잎새
advanced	고급
distribution	분포
distribution	분배
distribution	배포
distribution	배포판
medicine	의학
garden	가든
garden	정원
reach	도달
reach	도달하기
turkey	터키
turkey	칠면조
females	암컷
females	여성
publications	출판물
impact	영향
impact	영향력
impact	임팩트
households	가구
survey	설문조사
height	높이
height	키는
morning	아침
morning	모닝
honor	영광
honor	명예
deep	깊은
deep	깊게
argument	논증
argument	인수
argument	논쟁
publication	출판물
publication	출판
worth	가치
worth	가치가
colorado	콜로라도
median	중간값
median	중앙값
maryland	메릴랜드
falls	폭포
zone	지대
zone	영역
learning	학습
pay	지불
pay	결제
choice	선택
flag	깃발
flag	국기
flag	플래그
engineer	기술자
engineer	엔지니어
engineer	공학자
cars	자동차
cars	차량
farm	농장
farm	농장이
wilson	윌슨
principal	교장
acquired	습득
acquired	획득
secret	시크릿
secret	비밀
build	빌드
versions	버전
follows	팔로우
fixed	고정
efforts	노력
documentary	다큐멘터리
equipment	장비
ray	레이
yellow	황색
yellow	노랑색
yellow	노란색
yellow	노랑
pressure	압력
pressure	압박
grant	그랜트
prison	교도소
prison	감옥
freedom	자유
freedom	프리덤
norway	노르웨이
twice	두번
twice	트와이스
store	매장
store	가게
store	상점
store	스토어
taylor	테일러
quarter	분기
quarter	쿼터
independence	독립
independence	독립운동
independence	독립기념일
platform	플랫폼
rome	로마
teacher	선생님
teacher	교사
teacher	스승
copy	복사
copy	카피
copy	복사본
copy	사본
effort	노력
pictures	사진
pictures	사진들
pictures	픽처스
models	모델
models	모형
everyone	모두
easily	쉽게
description	설명
description	묘사
agreed	합의
agreed	동의
covers	커버
facilities	시설
stack	스택
combined	결합
combined	복합
bronze	청동기
bronze	청동
sort	정렬
hosted	주최
hosted	호스팅
hosted	호스트
programming	프로그래밍
railroad	철도
unique	고유
unique	독특한
ocean	바다
ocean	오션
cell	셀프
cell	세포
missouri	미주리
concert	연주회
concert	콘서트
improve	개선하기
improve	향상
improve	개선
loan	융자
loan	대출
contact	접촉
contact	문의
contact	연락처
contact	연락
holy	거룩한
holy	거룩
tennessee	테네시
sub	서브
safety	안전
safety	안전성
stephen	스테파노
stephen	스티븐
policies	정책
price	가격
price	프라이스
mexican	멕시코인
mexican	멕시코
leadership	지도력
leadership	리더십
flying	플라잉
flying	날아라
flying	비행
message	메시지
message	메세지
municipal	시영
serious	심각한
serious	심각해
serious	심각하다
serious	심각하게
headquarters	본부
headquarters	본사
officially	공식적으로
memory	추억
memory	기억력
memory	메모리
memory	기억
fields	필드
generation	세대
join	참여하기
join	가입하기
join	참여
join	가입
copies	복사
copies	복사본
copies	사본
finals	파이널
finals	결승전
finals	결승
fox	폭스
fox	여우
representative	대표자
representative	대표
destroyed	파괴됨
feet	발발
conservative	보수주의
conservative	보수
share	공유해
share	공유하기
share	공유
maria	마리아
disease	질환
disease	질병
sections	섹션
philosophy	철학
ways	방법
arrived	도착했다
divided	나눈
floor	바닥
yard	마당
offer	쿠폰
tax	납세
tax	세금
expected	예상
traffic	교통량
traffic	트래픽
traffic	교통
graduated	졸업
guest	게스트로
guest	손님
guest	게스트
guest	참석자
jews	유대인
formation	형성
economy	경제
storm	폭풍
storm	폭풍우
storm	스톰
mile	마일
protected	보호
bowl	사발
bowl	그릇
letters	글자
letters	편지
damage	피해
damage	손상
damage	손해
harry	해리
harry	헤리
offers	쿠폰
davis	데이비스
challenge	도전
views	견해
views	조회
views	조회수
marked	표시됨
density	밀도
transportation	교통수단
transportation	운송
transportation	교통
kentucky	켄터키
sales	매출
sales	영업
sales	판매
fleet	함대
fleet	플리트
captured	캡처
captured	캡쳐
arizona	애리조나
theme	테마
moscow	모스크바
interested	관심사
interested	관심
behavior	행동
behavior	동작
behavior	행위
environmental	환경
blank	비어
starring	주연
starring	출연
assigned	할당된
seats	좌석
seats	자리
tennis	테니스
percent	퍼센트
percent	비율
logs	로그
display	표시
display	표시하기
display	디스플레이
convention	조약
convention	협약
convention	컨벤션
ring	링링
ring	반지
ring	소환
joint	관절
brian	브라이언
planned	예정된
planned	계획
universities	대학
yards	야드
communist	공산주의자
agent	에이전트
agent	요원
agent	대리인
difference	차이
difference	차이점
animal	애니멀
animal	동물
animal	동물학
czech	체코
czech	체코어
positions	직위
positions	입장
positions	포지션
exactly	정확히
stay	머무르지
stay	머물러
stay	숙박
stay	머무르고
combat	전투
combat	컴뱃
palace	궁궐
palace	궁전
card	카드
ordered	순서
wrestling	레슬링
critics	비평가
growing	성장
growing	자라고
participated	참가
poetry	문학
materials	재료
turkish	터키식
turkish	터키어
turkish	터키
paid	유료
promotion	홍보
promotion	프로모션
promotion	승진
mobile	모바일
metropolitan	메트로폴리탄
figures	수치
figures	피규어
existence	존재
louisiana	루이지애나
melbourne	멜버른
melbourne	멜번
brigade	여단
screen	화면
screen	스크린
risk	위험
risk	리스크
labor	노동
legislative	입법
definition	정의
draw	추첨
draw	그리기
application	애플리케이션
application	프로그램
application	어플리케이션
steel	제철
steel	강철
steel	스틸
presence	존재
expansion	팽창
expansion	급팽창
expansion	전개
expansion	확장
max	맥스
max	막스
max	최대
wild	와일드
wild	야생
planning	플래닝
planning	계획
planning	기획
comic	만화
comic	만화가
comic	코믹
adopted	채택
adopted	입양
easy	쉽게
easy	쉬운
easy	쉬워
easy	아쉬운
plus	플러스
happy	해피
